"Gene","Insertion.Index","log.likelihood.ratio","essential","non.essential","unclear"
"ymfJ",0.165048544,12.1103501115781,FALSE,TRUE,FALSE
"cohE",0,-172.161960178805,TRUE,FALSE,FALSE
"croE",0.064676617,-0.0356556258543541,FALSE,FALSE,TRUE
"ymfL",0.120071685,7.34010066459571,FALSE,TRUE,FALSE
"ymfM",0.168141593,12.416488236415,FALSE,TRUE,FALSE
"oweE",0.179487179,13.5208601890866,FALSE,TRUE,FALSE
"aaaE",0.165784832,12.1834325468572,FALSE,TRUE,FALSE
"ymfR",0.158469945,11.451387012881,FALSE,TRUE,FALSE
"beeE",0.15776699,11.3803156432718,FALSE,TRUE,FALSE
"jayE",0.153846154,10.9814621016064,FALSE,TRUE,FALSE
"ymfQ",0.141880342,9.73666324321595,FALSE,TRUE,FALSE
"stfP",0.284126984,22.7610489416246,FALSE,TRUE,FALSE
"tfaP",0.371980676,29.7501993438131,FALSE,TRUE,FALSE
"tfaE",0.389718076,31.1096022308009,FALSE,TRUE,FALSE
"stfE",0.335329341,26.8917731117268,FALSE,TRUE,FALSE
"pinE",0.279279279,22.3598968280948,FALSE,TRUE,FALSE
"mcrA",0.147482014,10.3248097665774,FALSE,TRUE,FALSE
"icdC",0.315151515,25.2853446145882,FALSE,TRUE,FALSE
"iraM",0.043209877,-3.9759529672398,TRUE,FALSE,FALSE
"ycgX",0.128395062,8.27676584662025,FALSE,TRUE,FALSE
"bluR",0.25273224,20.1257850729636,FALSE,TRUE,FALSE
"bluF",0.28630363,22.9405380181952,FALSE,TRUE,FALSE
"ycgZ",0.164556962,12.0614834777059,FALSE,TRUE,FALSE
"ymgA",0.106227106,5.70916300014165,FALSE,TRUE,FALSE
"ariR",0.048689139,-2.86147182468476,FALSE,FALSE,TRUE
"ymgC",0.176706827,13.2528024631043,FALSE,TRUE,FALSE
"ycgG",0.330052493,26.4741001821505,FALSE,TRUE,FALSE
"ymgF",0.397260274,31.6834121145467,FALSE,TRUE,FALSE
"ycgH",0.18429003,13.9801978371372,FALSE,TRUE,FALSE
"ymgD",0.181818182,13.7443701403564,FALSE,TRUE,FALSE
"ymgG",0.356521739,28.5531902041565,FALSE,TRUE,FALSE
"ymgI",0.189655172,14.4880083543855,FALSE,TRUE,FALSE
"ymgJ",0.258064516,20.5799339927193,FALSE,TRUE,FALSE
"ycgI",0.257971014,20.5719951187104,FALSE,TRUE,FALSE
"minE",0.048689139,-2.86147182468476,FALSE,FALSE,TRUE
"minD",0.166051661,12.2098851746757,FALSE,TRUE,FALSE
"minC",0.181034483,13.6693473040647,FALSE,TRUE,FALSE
"ycgJ",0.273712737,21.8967973567575,FALSE,TRUE,FALSE
"pliG",0.305970149,24.5456024801265,FALSE,TRUE,FALSE
"ycgL",0.115646259,6.82940323407022,FALSE,TRUE,FALSE
"ycgM",0.175757576,13.1609113673813,FALSE,TRUE,FALSE
"ycgN",0.322510823,25.8742129141564,FALSE,TRUE,FALSE
"hlyE",0.145833333,10.1527313161894,FALSE,TRUE,FALSE
"umuD",0.169047619,12.5057356001196,FALSE,TRUE,FALSE
"umuC",0.129235619,8.36974873969831,FALSE,TRUE,FALSE
"dsbB",0.107344633,5.84462361738941,FALSE,TRUE,FALSE
"nhaB",0.139429313,9.47612111436286,FALSE,TRUE,FALSE
"fadR",0.148611111,10.4421794028953,FALSE,TRUE,FALSE
"ycgB",0.14481409,10.0459277556835,FALSE,TRUE,FALSE
"dadA",0.119322556,7.2543011064837,FALSE,TRUE,FALSE
"dadX",0.122315593,7.59557271978706,FALSE,TRUE,FALSE
"cvrA",0.188831318,14.410382278132,FALSE,TRUE,FALSE
"ldcA",0.158469945,11.451387012881,FALSE,TRUE,FALSE
"emtA",0.147058824,10.2807195911246,FALSE,TRUE,FALSE
"ycgR",0.163265306,11.9328017325723,FALSE,TRUE,FALSE
"ymgE",0.294117647,23.5817825254093,FALSE,TRUE,FALSE
"ycgY",0.188208617,14.3516259667354,FALSE,TRUE,FALSE
"treA",0.172555948,12.8495463846148,FALSE,TRUE,FALSE
"dhaM",0.163495419,11.9557569548712,FALSE,TRUE,FALSE
"dhaL",0.109004739,6.04453352167006,FALSE,TRUE,FALSE
"dhaK",0.14659197,10.2320167076759,FALSE,TRUE,FALSE
"dhaR",0.14375,9.93407509446604,FALSE,TRUE,FALSE
"ycgV",0.19665272,15.1424126090138,FALSE,TRUE,FALSE
"ychF",0.07967033,2.23219161783386,FALSE,FALSE,TRUE
"pth",0.017094017,-11.6580753133457,TRUE,FALSE,FALSE
"ychH",0.168458781,12.4477543304246,FALSE,TRUE,FALSE
"dauA",0.152380952,10.8313206881741,FALSE,TRUE,FALSE
"prs",0.003164557,-23.6411241111563,TRUE,FALSE,FALSE
"ispE",0.003521127,-22.9137298425828,TRUE,FALSE,FALSE
"lolB",0.004807692,-20.7773558334548,TRUE,FALSE,FALSE
"hemA",0.005568815,-19.760084004632,TRUE,FALSE,FALSE
"prfA",0.005540166,-19.7959005037102,TRUE,FALSE,FALSE
"prmC",0.002398082,-25.5211563330699,TRUE,FALSE,FALSE
"ychQ",0.152671756,10.8611680788103,FALSE,TRUE,FALSE
"ychA",0.143209877,9.87716128657673,FALSE,TRUE,FALSE
"kdsA",0.002339181,-25.6891494182467,TRUE,FALSE,FALSE
"ldrA",0.12962963,8.41323790896149,FALSE,TRUE,FALSE
"ldrB",0.092592593,3.99237453787611,FALSE,TRUE,FALSE
"ldrC",0.138888889,9.41840197377829,FALSE,TRUE,FALSE
"chaA",0.248864668,19.7945490707297,FALSE,TRUE,FALSE
"chaB",0.225108225,17.7228797558557,FALSE,TRUE,FALSE
"chaC",0.114942529,6.74731822088969,FALSE,TRUE,FALSE
"ychN",0.093220339,4.0742755846804,FALSE,TRUE,FALSE
"ychO",0.12688172,8.10864186274778,FALSE,TRUE,FALSE
"narL",0.135176651,9.01917332508124,FALSE,TRUE,FALSE
"narX",0.141903172,9.73908066433159,FALSE,TRUE,FALSE
"narK",0.144396552,10.0020807877388,FALSE,TRUE,FALSE
"narG",0.107371795,5.84790706367637,FALSE,TRUE,FALSE
"narH",0.0805718,2.36004783741183,FALSE,FALSE,TRUE
"narJ",0.082981716,2.69783181731463,FALSE,FALSE,TRUE
"narI",0.10619469,5.70522285470732,FALSE,TRUE,FALSE
"tpr",0.055555556,-1.58182074827593,FALSE,FALSE,TRUE
"purU",0.109134045,6.06003952861411,FALSE,TRUE,FALSE
"ychJ",0.198257081,15.2912484657868,FALSE,TRUE,FALSE
"rssA",0.119205298,7.24084774723454,FALSE,TRUE,FALSE
"rssB",0.1765286,13.2355640315111,FALSE,TRUE,FALSE
"galU",0.135313531,9.03398087296291,FALSE,TRUE,FALSE
"hns",0.089371981,3.56731311376897,FALSE,FALSE,TRUE
"tdk",0.34789644,27.8799800368536,FALSE,TRUE,FALSE
"insZ",0.142222222,9.77284631268327,FALSE,TRUE,FALSE
"adhE",0.126681614,8.08634122570583,FALSE,TRUE,FALSE
"ychE",0.220679012,17.3289149289555,FALSE,TRUE,FALSE
"oppA",0.095588235,4.38054445289047,FALSE,TRUE,FALSE
"oppB",0.142236699,9.77437764956285,FALSE,TRUE,FALSE
"oppC",0.101210121,5.09178081593652,FALSE,TRUE,FALSE
"oppD",0.075936884,1.69343507809692,FALSE,FALSE,TRUE
"oppF",0.055721393,-1.55227530766206,FALSE,FALSE,TRUE
"yciU",0.075757576,1.66716965760006,FALSE,FALSE,TRUE
"clsA",0.106091718,5.69270257908874,FALSE,TRUE,FALSE
"yciY",0.126436782,8.05903368270548,FALSE,TRUE,FALSE
"kch",0.170653907,12.6634959234269,FALSE,TRUE,FALSE
"yciI",0.138047138,9.32830029974049,FALSE,TRUE,FALSE
"tonB",0.040277778,-4.61455852280139,TRUE,FALSE,FALSE
"yciA",0.140350877,9.57431850948978,FALSE,TRUE,FALSE
"yciB",0.112962963,6.51507642160941,FALSE,TRUE,FALSE
"yciC",0.181451613,13.7092941660757,FALSE,TRUE,FALSE
"ompW",0.297339593,23.8448122223166,FALSE,TRUE,FALSE
"yciE",0.130177515,8.47360950787331,FALSE,TRUE,FALSE
"yciF",0.175648703,13.1503597528358,FALSE,TRUE,FALSE
"yciG",0.177777778,13.3562455148869,FALSE,TRUE,FALSE
"trpA",0.180916976,13.6580877983101,FALSE,TRUE,FALSE
"trpB",0.101340034,5.10796599858171,FALSE,TRUE,FALSE
"trpC",0.107929515,5.91523311097728,FALSE,TRUE,FALSE
"trpD",0.105889724,5.66812419185385,FALSE,TRUE,FALSE
"trpE",0.111324376,6.32130435575493,FALSE,TRUE,FALSE
"trpL",0.044444444,-3.716434350403,TRUE,FALSE,FALSE
"yciV",0.115646259,6.82940323407022,FALSE,TRUE,FALSE
"yciO",0.101449275,5.12156734962772,FALSE,TRUE,FALSE
"yciQ",0.187763713,14.3096017570929,FALSE,TRUE,FALSE
"rluB",0.119863014,7.31622708042226,FALSE,TRUE,FALSE
"btuR",0.120135364,7.34738205524038,FALSE,TRUE,FALSE
"yciK",0.108036891,5.92817484006266,FALSE,TRUE,FALSE
"sohB",0.101904762,5.17819653522542,FALSE,TRUE,FALSE
"yciN",0.103174603,5.33537753257788,FALSE,TRUE,FALSE
"topA",0.01308699,-13.6624737967143,TRUE,FALSE,FALSE
"cysB",0.118974359,7.21433270014324,FALSE,TRUE,FALSE
"ymiA",0.224242424,17.6460740058282,FALSE,TRUE,FALSE
"yciX",0.303571429,24.3513705439207,FALSE,TRUE,FALSE
"acnA",0.107623318,5.87829204273953,FALSE,TRUE,FALSE
"ribA",0.001692047,-27.8698208731225,TRUE,FALSE,FALSE
"pgpB",0.069281046,0.692160152812021,FALSE,FALSE,TRUE
"yciS",0.038834951,-4.94137975487321,TRUE,FALSE,FALSE
"yciM",0.054700855,-1.73503641263216,FALSE,FALSE,TRUE
"pyrF",0.134146341,8.90749673623706,FALSE,TRUE,FALSE
"yciH",0.220183486,17.2846756227303,FALSE,TRUE,FALSE
"osmB",0.337899543,27.0946131908046,FALSE,TRUE,FALSE
"yciT",0.168,12.4025234304434,FALSE,TRUE,FALSE
"yciZ",0.206896552,16.0854516390639,FALSE,TRUE,FALSE
"gmr",0.129909366,8.44407679736761,FALSE,TRUE,FALSE
"ymiB",0.00952381,-15.9760327867989,TRUE,FALSE,FALSE
"rnb",0.088372093,3.43362694984854,FALSE,FALSE,TRUE
"yciW",0.105496454,5.62020243356601,FALSE,TRUE,FALSE
"fabI",0.001267427,-29.8063668260112,TRUE,FALSE,FALSE
"ycjD",0.127118644,8.13502438109447,FALSE,TRUE,FALSE
"sapF",0.105328377,5.59969347912297,FALSE,TRUE,FALSE
"sapD",0.095669688,4.39100637174078,FALSE,TRUE,FALSE
"sapC",0.109988777,6.16230401351527,FALSE,TRUE,FALSE
"sapB",0.109730849,6.13148656600764,FALSE,TRUE,FALSE
"sapA",0.097931873,4.67967681236637,FALSE,TRUE,FALSE
"ymjA",0.146341463,10.205855824131,FALSE,TRUE,FALSE
"puuP",0.111832612,6.38155747138067,FALSE,TRUE,FALSE
"puuA",0.11627907,6.90300680588759,FALSE,TRUE,FALSE
"puuD",0.11503268,6.75784746691977,FALSE,TRUE,FALSE
"puuR",0.134408602,8.93596031939984,FALSE,TRUE,FALSE
"puuC",0.098790323,4.78828809045006,FALSE,TRUE,FALSE
"puuB",0.112412178,6.45010034284493,FALSE,TRUE,FALSE
"puuE",0.120063191,7.33912927551894,FALSE,TRUE,FALSE
"pspF",0.114519427,6.69784727228393,FALSE,TRUE,FALSE
"pspA",0.080717489,2.38063280971622,FALSE,FALSE,TRUE
"pspB",0.128888889,8.33142738634111,FALSE,TRUE,FALSE
"pspC",0.102777778,5.2863673193613,FALSE,TRUE,FALSE
"pspD",0.076576577,1.786839387178,FALSE,FALSE,TRUE
"pspE",0.282539683,22.6299135798031,FALSE,TRUE,FALSE
"ycjM",0.239285714,18.9671772569328,FALSE,TRUE,FALSE
"ycjN",0.163186388,11.9249261403611,FALSE,TRUE,FALSE
"ycjO",0.138321995,9.35774810173588,FALSE,TRUE,FALSE
"ycjP",0.118623962,7.17405456508383,FALSE,TRUE,FALSE
"ycjQ",0.106362773,5.72564656350316,FALSE,TRUE,FALSE
"ycjR",0.125475285,7.9515514217191,FALSE,TRUE,FALSE
"ycjS",0.134469697,8.94258743176371,FALSE,TRUE,FALSE
"ycjT",0.112433862,6.45266139600707,FALSE,TRUE,FALSE
"ycjU",0.115151515,6.77172067339796,FALSE,TRUE,FALSE
"ycjV",0.225300092,17.7398871260398,FALSE,TRUE,FALSE
"ompG",0.397350993,31.6902993133015,FALSE,TRUE,FALSE
"ycjW",0.262262262,20.935462263242,FALSE,TRUE,FALSE
"ycjX",0.120886981,7.43318598497776,FALSE,TRUE,FALSE
"ycjF",0.124293785,7.81894327831395,FALSE,TRUE,FALSE
"tyrR",0.088845655,3.49704712540879,FALSE,FALSE,TRUE
"tpx",0.134122288,8.90488496349767,FALSE,TRUE,FALSE
"ycjG",0.107660455,5.88277527493408,FALSE,TRUE,FALSE
"mpaA",0.14266118,9.81924766847952,FALSE,TRUE,FALSE
"ymjC",0.094202899,4.2018679670586,FALSE,TRUE,FALSE
"ymjD",0.151515152,10.7423141568191,FALSE,TRUE,FALSE
"ycjY",0.191096634,14.6235277557939,FALSE,TRUE,FALSE
"pgrR",0.22,17.2682859656685,FALSE,TRUE,FALSE
"mppA",0.225526642,17.7599626719334,FALSE,TRUE,FALSE
"ynaI",0.262596899,20.9637306999861,FALSE,TRUE,FALSE
"insH1",0.399213373,31.8316113777653,FALSE,TRUE,FALSE
"ynaJ",0.089147287,3.537344061026,FALSE,FALSE,TRUE
"uspE",0.113564669,6.58587996029244,FALSE,TRUE,FALSE
"fnr",0.078353254,2.04386162396561,FALSE,FALSE,TRUE
"ogt",0.075581395,1.6413261943289,FALSE,FALSE,TRUE
"abgT",0.081204977,2.44935565597535,FALSE,FALSE,TRUE
"abgB",0.104426003,5.48929541218038,FALSE,TRUE,FALSE
"abgA",0.122044241,7.56479889069239,FALSE,TRUE,FALSE
"abgR",0.123212321,7.69703920165251,FALSE,TRUE,FALSE
"smrA",0.095744681,4.40063432076842,FALSE,TRUE,FALSE
"ydaM",0.134630981,8.96007571365077,FALSE,TRUE,FALSE
"ydaN",0.134146341,8.90749673623706,FALSE,TRUE,FALSE
"dbpA",0.098981077,4.81235419329769,FALSE,TRUE,FALSE
"ttcA",0.121794872,7.53648930658887,FALSE,TRUE,FALSE
"intR",0.21197411,16.54677089745,FALSE,TRUE,FALSE
"ydaQ",0.305555556,24.5120608165176,FALSE,TRUE,FALSE
"rcbA",0.1,4.94049080742625,FALSE,TRUE,FALSE
"ralR",0.230769231,18.222693145678,FALSE,TRUE,FALSE
"recT",0.217283951,17.0251359588915,FALSE,TRUE,FALSE
"recE",0.121491734,7.50203824906897,FALSE,TRUE,FALSE
"racC",0.163043478,11.9106605521208,FALSE,TRUE,FALSE
"ydaE",0.029239766,-7.38732396332864,TRUE,FALSE,FALSE
"kilR",0.067567568,0.424945979392513,FALSE,FALSE,TRUE
"sieB",0.17791411,13.3693965242431,FALSE,TRUE,FALSE
"ydaF",0.378205128,30.228886481514,FALSE,TRUE,FALSE
"ydaG",0.207407407,16.1320422098039,FALSE,TRUE,FALSE
"racR",0.012578616,-13.9546895888489,TRUE,FALSE,FALSE
"ydaS",0.03030303,-7.08803404660359,TRUE,FALSE,FALSE
"ydaT",0.087470449,3.31235050649037,FALSE,FALSE,TRUE
"ydaU",0.115384615,6.79891311981598,FALSE,TRUE,FALSE
"ydaV",0.104417671,5.48827377182142,FALSE,TRUE,FALSE
"ydaW",0.086,3.1130518984633,FALSE,FALSE,TRUE
"rzpR",0.263513514,21.0411067572425,FALSE,TRUE,FALSE
"rzoR",0.301075269,24.148809957802,FALSE,TRUE,FALSE
"trkG",0.139231824,9.45504017353078,FALSE,TRUE,FALSE
"ynaK",0.382575758,30.5639323689001,FALSE,TRUE,FALSE
"ydaY",0.236203091,18.6987038629314,FALSE,TRUE,FALSE
"tmpR",0.163987138,12.0047651541137,FALSE,TRUE,FALSE
"lomR",0.105,5.55957587740683,FALSE,TRUE,FALSE
"insH1",0.139653415,9.50002678492071,FALSE,TRUE,FALSE
"stfR",0.134998513,8.99989236662712,FALSE,TRUE,FALSE
"tfaR",0.206597222,16.0581336693695,FALSE,TRUE,FALSE
"pinR",0.197969543,15.2646057582949,FALSE,TRUE,FALSE
"ynaE",0.102564103,5.25993640822725,FALSE,TRUE,FALSE
"ttcC",0.019607843,-10.6015115665798,TRUE,FALSE,FALSE
"uspF",0.287356322,23.0272068469194,FALSE,TRUE,FALSE
"ompN",0.251322751,20.0052521225838,FALSE,TRUE,FALSE
"pfo",0.139007092,9.43103499057243,FALSE,TRUE,FALSE
"ydbJ",0.168539326,12.4556901355416,FALSE,TRUE,FALSE
"hslJ",0.139479905,9.48151941483346,FALSE,TRUE,FALSE
"ldhA",0.139393939,9.4723460974936,FALSE,TRUE,FALSE
"ydbH",0.170833333,12.6810815157575,FALSE,TRUE,FALSE
"ynbE",0.317204301,25.4499576482385,FALSE,TRUE,FALSE
"ydbL",0.275229358,22.0232367487964,FALSE,TRUE,FALSE
"feaR",0.20419426,15.8383237879216,FALSE,TRUE,FALSE
"feaB",0.131333333,8.60058626568144,FALSE,TRUE,FALSE
"tynA",0.136323659,9.14304715933187,FALSE,TRUE,FALSE
"paaZ",0.120723363,7.41452938394505,FALSE,TRUE,FALSE
"paaA",0.119354839,7.25800390914313,FALSE,TRUE,FALSE
"paaB",0.079861111,2.2593202518763,FALSE,FALSE,TRUE
"paaC",0.140562249,9.59680094104313,FALSE,TRUE,FALSE
"paaD",0.126506024,8.06675915869653,FALSE,TRUE,FALSE
"paaE",0.097105509,4.57464500757551,FALSE,TRUE,FALSE
"paaF",0.10546875,5.6168231158303,FALSE,TRUE,FALSE
"paaG",0.121673004,7.52264417702187,FALSE,TRUE,FALSE
"paaH",0.105042017,5.56471266768979,FALSE,TRUE,FALSE
"paaI",0.172576832,12.8515846850932,FALSE,TRUE,FALSE
"paaJ",0.121890547,7.5473540712717,FALSE,TRUE,FALSE
"paaK",0.125570776,7.96224328957767,FALSE,TRUE,FALSE
"paaX",0.123028391,7.67625590270274,FALSE,TRUE,FALSE
"paaY",0.208121827,16.1971308865403,FALSE,TRUE,FALSE
"ynbG",0,-172.161960178805,TRUE,FALSE,FALSE
"ydbA",0.267029523,21.3371731603157,FALSE,TRUE,FALSE
"insD1",0.431567329,34.2646653610012,FALSE,TRUE,FALSE
"insC1",0.43989071,34.8843428700883,FALSE,TRUE,FALSE
"insI1",0.307291667,24.6524358637721,FALSE,TRUE,FALSE
"ydbC",0.191637631,14.6742922758868,FALSE,TRUE,FALSE
"ydbD",0.275682705,22.0609928047855,FALSE,TRUE,FALSE
"ynbA",0.303630363,24.356147538489,FALSE,TRUE,FALSE
"ynbB",0.179487179,13.5208601890866,FALSE,TRUE,FALSE
"ynbC",0.147326507,10.3086145700852,FALSE,TRUE,FALSE
"ynbD",0.124516628,7.8439999261515,FALSE,TRUE,FALSE
"azoR",0.102310231,5.22849592732597,FALSE,TRUE,FALSE
"hrpA",0.083781706,2.80871201358622,FALSE,FALSE,TRUE
"ydcF",0.163545568,11.9607578934261,FALSE,TRUE,FALSE
"aldA",0.120138889,7.34778506791083,FALSE,TRUE,FALSE
"gapC",0.093812375,4.15124267255,FALSE,TRUE,FALSE
"cybB",0.116760829,6.95890973872427,FALSE,TRUE,FALSE
"ydcA",0.137931034,9.31585320438467,FALSE,TRUE,FALSE
"hokB",0.24,19.0292285158991,FALSE,TRUE,FALSE
"mokB",0.196428571,15.1215835156816,FALSE,TRUE,FALSE
"trg",0.137720902,9.29331377965314,FALSE,TRUE,FALSE
"ydcI",0.147186147,10.2939905224629,FALSE,TRUE,FALSE
"ydcJ",0.110119048,6.1778550618781,FALSE,TRUE,FALSE
"opgD",0.13647343,9.15918729637455,FALSE,TRUE,FALSE
"ydcH",0.106666667,5.76253072363638,FALSE,TRUE,FALSE
"rimL",0.124074074,7.79421797865394,FALSE,TRUE,FALSE
"ydcK",0.096839959,4.54079198442725,FALSE,TRUE,FALSE
"tehA",0.13897281,9.42737157398583,FALSE,TRUE,FALSE
"tehB",0.173400673,12.9319153928541,FALSE,TRUE,FALSE
"ydcL",0.139013453,9.4317146905801,FALSE,TRUE,FALSE
"insP",0.127314815,8.15685148206414,FALSE,TRUE,FALSE
"insQ",0.113141862,6.53614721820282,FALSE,TRUE,FALSE
"ydcO",0.098639456,4.76923679067954,FALSE,TRUE,FALSE
"ydcN",0.094972067,4.30124693126497,FALSE,TRUE,FALSE
"ydcP",0.105504587,5.6211944055276,FALSE,TRUE,FALSE
"yncJ",0.112554113,6.46685953420619,FALSE,TRUE,FALSE
"hicA",0.129943503,8.44783805434864,FALSE,TRUE,FALSE
"hicB",0.091127098,3.79998299052781,FALSE,TRUE,FALSE
"ydcR",0.115849325,6.8530437433521,FALSE,TRUE,FALSE
"ydcS",0.160558464,11.6617806472394,FALSE,TRUE,FALSE
"ydcT",0.121301775,7.48042879371667,FALSE,TRUE,FALSE
"ydcU",0.128450106,8.28286347986642,FALSE,TRUE,FALSE
"ydcV",0.095597484,4.38173264688099,FALSE,TRUE,FALSE
"patD",0.105964912,5.67727578484338,FALSE,TRUE,FALSE
"yncL",0.125,7.89827794625752,FALSE,TRUE,FALSE
"ydcX",0.074712644,1.51336288126553,FALSE,FALSE,TRUE
"ydcY",0.128205128,8.25571610306663,FALSE,TRUE,FALSE
"ydcZ",0.1,4.94049080742625,FALSE,TRUE,FALSE
"mnaT",0.111753372,6.37217231992346,FALSE,TRUE,FALSE
"curA",0.177263969,13.3066468906382,FALSE,TRUE,FALSE
"mcbR",0.298798799,23.9636807220497,FALSE,TRUE,FALSE
"yncD",0.168330956,12.4351570944911,FALSE,TRUE,FALSE
"yncE",0.125235405,7.92467579638542,FALSE,TRUE,FALSE
"ansP",0.137333333,9.25170146979801,FALSE,TRUE,FALSE
"yncG",0.229773463,18.1350704027063,FALSE,TRUE,FALSE
"yncH",0.014084507,-13.1174424004895,TRUE,FALSE,FALSE
"rhsE",0.275895925,22.0787441974956,FALSE,TRUE,FALSE
"ydcD",0.028985507,-7.46016605754187,TRUE,FALSE,FALSE
"yncI",0.097815764,4.66494784974804,FALSE,TRUE,FALSE
"ydcC",0.242744063,19.2670681318229,FALSE,TRUE,FALSE
"pptA",0.243589744,19.3401956064506,FALSE,TRUE,FALSE
"yddH",0.180701754,13.6374580148735,FALSE,TRUE,FALSE
"nhoA",0.115839243,6.85187049855524,FALSE,TRUE,FALSE
"yddE",0.108501119,5.98405191523497,FALSE,TRUE,FALSE
"narV",0.130690162,8.52999208991555,FALSE,TRUE,FALSE
"narW",0.102011494,5.19144701450671,FALSE,TRUE,FALSE
"narY",0.108737864,6.01250117656752,FALSE,TRUE,FALSE
"narZ",0.120823309,7.42592720447377,FALSE,TRUE,FALSE
"narU",0.137508999,9.27056879689384,FALSE,TRUE,FALSE
"yddK",0.045795796,-3.4382097291749,FALSE,FALSE,TRUE
"yddL",0.039426523,-4.80631315039583,TRUE,FALSE,FALSE
"yddG",0.329931973,26.464541239559,FALSE,TRUE,FALSE
"fdnG",0.119094488,7.22812830413544,FALSE,TRUE,FALSE
"fdnH",0.096045198,4.43917543521022,FALSE,TRUE,FALSE
"fdnI",0.088685015,3.47555512458058,FALSE,FALSE,TRUE
"yddM",0.066666667,0.282758844205392,FALSE,FALSE,TRUE
"adhP",0.122650841,7.63354800521123,FALSE,TRUE,FALSE
"maeA",0.130742049,8.53569310505423,FALSE,TRUE,FALSE
"sra",0.123188406,7.69433774415863,FALSE,TRUE,FALSE
"bdm",0.375,29.9826258893105,FALSE,TRUE,FALSE
"osmC",0.173611111,12.9524106858323,FALSE,TRUE,FALSE
"ddpF",0.132686084,8.74854775271143,FALSE,TRUE,FALSE
"ddpD",0.127659574,8.19517330501447,FALSE,TRUE,FALSE
"ddpC",0.117056856,6.9932045590417,FALSE,TRUE,FALSE
"ddpB",0.124144673,7.80216513462779,FALSE,TRUE,FALSE
"ddpA",0.087685364,3.34132110514092,FALSE,FALSE,TRUE
"ddpX",0.147766323,10.3543999779498,FALSE,TRUE,FALSE
"dosP",0.1075,5.86339926276373,FALSE,TRUE,FALSE
"dosC",0.232827187,18.4033941499172,FALSE,TRUE,FALSE
"yddW",0.176515152,13.2342630436845,FALSE,TRUE,FALSE
"gadC",0.1796875,13.5401115287062,FALSE,TRUE,FALSE
"gadB",0.266952177,21.3306726699422,FALSE,TRUE,FALSE
"pqqL",0.220672389,17.3283238645365,FALSE,TRUE,FALSE
"yddB",0.246944796,19.6295323977031,FALSE,TRUE,FALSE
"yddA",0.293594306,23.5389840995166,FALSE,TRUE,FALSE
"ydeM",0.179620035,13.5336288957421,FALSE,TRUE,FALSE
"ydeN",0.276886512,22.1611626930271,FALSE,TRUE,FALSE
"ydeO",0.114173228,6.65730102342325,FALSE,TRUE,FALSE
"safA",0.035353535,-5.76900531348877,TRUE,FALSE,FALSE
"ydeP",0.170175439,12.616565349829,FALSE,TRUE,FALSE
"ydeQ",0.207650273,16.1541777854259,FALSE,TRUE,FALSE
"ydeR",0.349206349,27.9824762510581,FALSE,TRUE,FALSE
"ydeS",0.269303202,21.5280163209983,FALSE,TRUE,FALSE
"ydeT",0.241238794,19.1367059638392,FALSE,TRUE,FALSE
"yneL",0.245098039,19.4704228884472,FALSE,TRUE,FALSE
"hipA",0.081632653,2.5094501910015,FALSE,FALSE,TRUE
"hipB",0.02247191,-9.5299093022157,TRUE,FALSE,FALSE
"yneO",0.16682322,12.2862793139489,FALSE,TRUE,FALSE
"lsrK",0.114249843,6.66627927190497,FALSE,TRUE,FALSE
"lsrR",0.076519916,1.77858481888956,FALSE,FALSE,TRUE
"lsrA",0.098958333,4.80948603317999,FALSE,TRUE,FALSE
"lsrC",0.121477162,7.50038113319566,FALSE,TRUE,FALSE
"lsrD",0.097683787,4.64819463866484,FALSE,TRUE,FALSE
"lsrB",0.138807429,9.40969309902851,FALSE,TRUE,FALSE
"lsrF",0.20890411,16.268312973526,FALSE,TRUE,FALSE
"lsrG",0.109965636,6.15954059595734,FALSE,TRUE,FALSE
"tam",0.109354414,6.08644416406612,FALSE,TRUE,FALSE
"yneE",0.093989071,4.17416267211019,FALSE,TRUE,FALSE
"uxaB",0.099862259,4.92320938023507,FALSE,TRUE,FALSE
"yneF",0.088607595,3.46518936899914,FALSE,FALSE,TRUE
"yneG",0.097222222,4.58950822742194,FALSE,TRUE,FALSE
"glsB",0.103559871,5.38286676067737,FALSE,TRUE,FALSE
"sad",0.09287257,4.02894002117367,FALSE,TRUE,FALSE
"yneJ",0.16553288,12.158439051994,FALSE,TRUE,FALSE
"yneK",0.130824373,8.54473620757845,FALSE,TRUE,FALSE
"ydeA",0.133501259,8.8373772272687,FALSE,TRUE,FALSE
"marC",0.147147147,10.289926061892,FALSE,TRUE,FALSE
"marR",0.12183908,7.54151003317341,FALSE,TRUE,FALSE
"marA",0.125,7.89827794625752,FALSE,TRUE,FALSE
"marB",0.086757991,3.21602427209882,FALSE,FALSE,TRUE
"eamA",0.082222222,2.59199570871365,FALSE,FALSE,TRUE
"ydeE",0.203703704,15.7933384966374,FALSE,TRUE,FALSE
"yneM",0.09375,4.14314614289755,FALSE,TRUE,FALSE
"dgcZ",0.338945006,27.1770111916925,FALSE,TRUE,FALSE
"ydeI",0.264631043,21.1353347493487,FALSE,TRUE,FALSE
"ydeJ",0.283236994,22.6875477178902,FALSE,TRUE,FALSE
"dcp",0.164222874,12.0282391605339,FALSE,TRUE,FALSE
"ydfG",0.131191432,8.5850249663449,FALSE,TRUE,FALSE
